Cluster members	Cluster ID
A0A2Z5JU22	UniRef90_A0A117EDE7
C9ZEA7	UniRef90_A0A117EDE7
A0A2G9DV97	UniRef90_A0A117EDE7
A0A2P9FEV5	UniRef90_A0A117EDE7
A0A286FK38	UniRef90_A0A117EDE7
A0A3N1M7D1	UniRef90_A0A117EDE7
A0A0L0JCV5	UniRef90_A0A117EDE7
UPI0006283AAC	UniRef90_A0A117EDE7
UPI000765D7CF	UniRef90_A0A117EDE7
UPI0004E6857A	UniRef90_A0A117EDE7
UPI00062C6BC0	UniRef90_A0A117EDE7
UPI00099D4CEF	UniRef90_A0A117EDE7
UPI0006E17330	UniRef90_A0A117EDE7
UPI0006E32C0F	UniRef90_A0A117EDE7
UPI0006EBBAD8	UniRef90_A0A117EDE7
UPI000765B679	UniRef90_A0A117EDE7
UPI000765CB2B	UniRef90_A0A117EDE7
UPI000765D9A3	UniRef90_A0A117EDE7
UPI000E699B3C	UniRef90_A0A117EDE7
A0A068RG00	UniRef90_A0A068RG00
A0A066Y7R4	UniRef90_A0A066Y7R4
UPI000568D22B	UniRef90_A0A066Y7R4
A0A067D4A9	UniRef90_A0A067D4A9
A0A067CXK2	UniRef90_A0A067CXK2
A0A100JMQ7	UniRef90_A0A100JMQ7
A0A2P9FET8	UniRef90_A0A100JMQ7
A0A2Z5JWF5	UniRef90_A0A100JMQ7
C9ZEA8	UniRef90_A0A100JMQ7
A0A286FK34	UniRef90_A0A100JMQ7
A0A3N1M416	UniRef90_A0A100JMQ7
A0A0N0AF88	UniRef90_A0A100JMQ7
A0A0L0JCS8	UniRef90_A0A100JMQ7
A0A2G9DVA2	UniRef90_A0A100JMQ7
A0A2S6WPR0	UniRef90_A0A100JMQ7
D9XDF6	UniRef90_A0A100JMQ7
L8PP51	UniRef90_A0A100JMQ7
A0A2N9BJS9	UniRef90_A0A100JMQ7
A0A066YDZ8	UniRef90_A0A100JMQ7
A0A1B1MPT4	UniRef90_A0A100JMQ7
M3F9F2	UniRef90_A0A100JMQ7
UPI00073F751D	UniRef90_A0A100JMQ7
UPI000D1AA052	UniRef90_A0A100JMQ7
UPI000DEF9866	UniRef90_A0A100JMQ7
UPI0005A27BF8	UniRef90_A0A100JMQ7
UPI000BE39C7A	UniRef90_A0A100JMQ7
UPI000F484E28	UniRef90_A0A100JMQ7
UPI00067DD505	UniRef90_A0A100JMQ7
UPI0006E36234	UniRef90_A0A100JMQ7
UPI0006EBC45A	UniRef90_A0A100JMQ7
UPI0004E7B5B8	UniRef90_A0A100JMQ7
UPI000765D09D	UniRef90_A0A100JMQ7
UPI000765E878	UniRef90_A0A100JMQ7
UPI0004926B71	UniRef90_A0A100JMQ7
UPI0006E2BDF5	UniRef90_A0A100JMQ7
UPI000765A20F	UniRef90_A0A100JMQ7
UPI00048D8F00	UniRef90_A0A100JMQ7
UPI00058788BD	UniRef90_A0A100JMQ7
UPI0006282C15	UniRef90_A0A100JMQ7
UPI0007659DD4	UniRef90_A0A100JMQ7
UPI0004C54E7D	UniRef90_A0A100JMQ7
A0A067C9X0	UniRef90_A0A067C9X0
T0RZN8	UniRef90_A0A067C9X0
A0A067C904	UniRef90_A0A067C904
T0PZ74	UniRef90_A0A067C904
A0A066YDK6	UniRef90_A0A066YDK6
UPI000563E0F8	UniRef90_A0A066YDK6
A0A067C8X8	UniRef90_A0A067C8X8
A0A067CJP6	UniRef90_A0A067CJP6
A0A067BWY8	UniRef90_A0A067BWY8
A0A067BPW2	UniRef90_A0A067BPW2
T0S0W5	UniRef90_A0A067BPW2
A0A067C9L7	UniRef90_A0A067C9L7
A0A067BVP7	UniRef90_A0A067BVP7
A0A0U5LV17	UniRef90_A0A0U5LV17
A0A0H4C6C6	UniRef90_A0A0U5LV17
A0A066YC68	UniRef90_A0A0U5LV17
A0A2T4NAM7	UniRef90_A0A0U5LV17
UPI0004C9EC62	UniRef90_A0A0U5LV17
UPI000A3A9E89	UniRef90_A0A0U5LV17
UPI0005275781	UniRef90_A0A0U5LV17
A0A067C6B1	UniRef90_A0A067C6B1
T0Q790	UniRef90_A0A067C6B1
A0A067C893	UniRef90_A0A067C893
T0RD82	UniRef90_A0A067C893
A0A067C6B4	UniRef90_A0A067C6B4
A0A068NSR6	UniRef90_A0A068NSR6
UPI0009FBC8C6	UniRef90_A0A068NSR6
A0A2P9FEW4	UniRef90_A0A2P9FEW4
A0A1B1MPP0	UniRef90_A0A2P9FEW4
A0A286FK60	UniRef90_A0A2P9FEW4
A0A3N1M7D9	UniRef90_A0A2P9FEW4
A0A066YMF1	UniRef90_A0A2P9FEW4
A0A2N9BJT0	UniRef90_A0A2P9FEW4
A0A2S6WPP5	UniRef90_A0A2P9FEW4
A0A2Z5JU32	UniRef90_A0A2P9FEW4
L8PQI6	UniRef90_A0A2P9FEW4
A0A2G9DVN4	UniRef90_A0A2P9FEW4
M3FZ04	UniRef90_A0A2P9FEW4
D9XDE7	UniRef90_A0A2P9FEW4
A0A0L0JD40	UniRef90_A0A2P9FEW4
UPI000D1AE36F	UniRef90_A0A2P9FEW4
UPI0009A0BC5E	UniRef90_A0A2P9FEW4
UPI00034DCD8F	UniRef90_A0A2P9FEW4
UPI000CF2DF0A	UniRef90_A0A2P9FEW4
UPI000DF00D10	UniRef90_A0A2P9FEW4
UPI00099E1D36	UniRef90_A0A2P9FEW4
UPI00099E5CEF	UniRef90_A0A2P9FEW4
UPI000BE2E528	UniRef90_A0A2P9FEW4
UPI000F4AE1FD	UniRef90_A0A2P9FEW4
UPI00099E709B	UniRef90_A0A2P9FEW4
UPI000C85081A	UniRef90_A0A2P9FEW4
UPI000262D9BC	UniRef90_A0A2P9FEW4
UPI000765EDA2	UniRef90_A0A2P9FEW4
UPI00099C5B67	UniRef90_A0A2P9FEW4
UPI00055CD672	UniRef90_A0A2P9FEW4
UPI0006EB33F0	UniRef90_A0A2P9FEW4
UPI0004C5EB7A	UniRef90_A0A2P9FEW4
UPI000569EE5A	UniRef90_A0A2P9FEW4
UPI0004C4BCDB	UniRef90_A0A2P9FEW4
A0A067C1L0	UniRef90_A0A067C1L0
A0A066YGM8	UniRef90_A0A066YGM8
UPI000A04037E	UniRef90_A0A066YGM8
A0A066Y8U8	UniRef90_A0A066Y8U8
UPI00048B5520	UniRef90_A0A066Y8U8
UPI0010637240	UniRef90_A0A066Y8U8
A0A067T5X9	UniRef90_A0A067T5X9
A0A067C0U2	UniRef90_A0A067C0U2
A0A067CC56	UniRef90_A0A067CC56
A0A067CWR7	UniRef90_A0A067CWR7
T0SEF6	UniRef90_A0A067CWR7
A0A067NAE1	UniRef90_A0A067NAE1
A0A066ZBQ7	UniRef90_A0A066ZBQ7
A0A074SVL2	UniRef90_A0A074SVL2
A0A066WBZ2	UniRef90_A0A074SVL2
X8JAI0	UniRef90_A0A074SVL2
A0A2N9B4F0	UniRef90_A0A2N9B4F0
L8PNA0	UniRef90_A0A2N9B4F0
A0A1B1MJR0	UniRef90_A0A2N9B4F0
A0A0J7ZBP4	UniRef90_A0A2N9B4F0
A0A0L8L3A1	UniRef90_A0A2N9B4F0
A0A101UYP0	UniRef90_A0A2N9B4F0
A0A3Q9EYG5	UniRef90_A0A2N9B4F0
D9X2Q3	UniRef90_A0A2N9B4F0
A0A0X3VC32	UniRef90_A0A2N9B4F0
L1L8J8	UniRef90_A0A2N9B4F0
A0A101U2X1	UniRef90_A0A2N9B4F0
A0A401M981	UniRef90_A0A2N9B4F0
A0A1H5AAP8	UniRef90_A0A2N9B4F0
A0A124H2D0	UniRef90_A0A2N9B4F0
A0A2Z5KAE2	UniRef90_A0A2N9B4F0
A0A0M9YTA2	UniRef90_A0A2N9B4F0
A0A0K8PML8	UniRef90_A0A2N9B4F0
A0A429C1R4	UniRef90_A0A2N9B4F0
A0A2A2Z850	UniRef90_A0A2N9B4F0
A0A2T4NS54	UniRef90_A0A2N9B4F0
A0A2C9ZN44	UniRef90_A0A2N9B4F0
A0A1H0SHS2	UniRef90_A0A2N9B4F0
A0A429GZI6	UniRef90_A0A2N9B4F0
A0A066YGH9	UniRef90_A0A2N9B4F0
S4NR16	UniRef90_A0A2N9B4F0
UPI000302EFE5	UniRef90_A0A2N9B4F0
UPI000836965A	UniRef90_A0A2N9B4F0
UPI0004CBCF90	UniRef90_A0A2N9B4F0
UPI0004E24A2B	UniRef90_A0A2N9B4F0
UPI000A3A6BBA	UniRef90_A0A2N9B4F0
UPI000FF8A047	UniRef90_A0A2N9B4F0
UPI00101E61BD	UniRef90_A0A2N9B4F0
A0A2N9BFF4	UniRef90_A0A2N9BFF4
A0A0M2H1R2	UniRef90_A0A2N9BFF4
S4MYG9	UniRef90_A0A2N9BFF4
A0A2S6WNC8	UniRef90_A0A2N9BFF4
A0A2N8TR71	UniRef90_A0A2N9BFF4
A0A143BYN8	UniRef90_A0A2N9BFF4
A0A286CF95	UniRef90_A0A2N9BFF4
A0A2Z5JZ53	UniRef90_A0A2N9BFF4
A0A0K8PVN6	UniRef90_A0A2N9BFF4
A0A2T4NPM1	UniRef90_A0A2N9BFF4
A0A243RZC4	UniRef90_A0A2N9BFF4
A0A066Y710	UniRef90_A0A2N9BFF4
UPI0004CD9102	UniRef90_A0A2N9BFF4
UPI000A39EF2F	UniRef90_A0A2N9BFF4
UPI0004C712ED	UniRef90_A0A2N9BFF4
A0A0K2AZT5	UniRef90_A0A0K2AZT5
A0A177HRC5	UniRef90_A0A0K2AZT5
A0A066YGG3	UniRef90_A0A0K2AZT5
A0A101PAV8	UniRef90_A0A0K2AZT5
A0A3Q8UVD6	UniRef90_A0A0K2AZT5
A0A0N1HDQ5	UniRef90_A0A0K2AZT5
A0A1U9QLE0	UniRef90_A0A0K2AZT5
V6KV14	UniRef90_A0A0K2AZT5
A0A2N0I4Z3	UniRef90_A0A0K2AZT5
A0A1V9WS46	UniRef90_A0A0K2AZT5
A0A0F7NG75	UniRef90_A0A0K2AZT5
A0A2Z5JUP5	UniRef90_A0A0K2AZT5
A0A1Y2PLE0	UniRef90_A0A0K2AZT5
A0A0N0YDZ5	UniRef90_A0A0K2AZT5
A0A2T4NH15	UniRef90_A0A0K2AZT5
A0A2M9AXI1	UniRef90_A0A0K2AZT5
UPI00055F896F	UniRef90_A0A0K2AZT5
UPI000361CBE9	UniRef90_A0A0K2AZT5
UPI0003757B5B	UniRef90_A0A0K2AZT5
UPI000408E103	UniRef90_A0A0K2AZT5
UPI0004CC76ED	UniRef90_A0A0K2AZT5
UPI0005254BDE	UniRef90_A0A0K2AZT5
UPI000560C646	UniRef90_A0A0K2AZT5
UPI000A380581	UniRef90_A0A0K2AZT5
UPI000A3A3CBA	UniRef90_A0A0K2AZT5
UPI00102D0317	UniRef90_A0A0K2AZT5
UPI0004C80512	UniRef90_A0A0K2AZT5
UPI0007B4339D	UniRef90_A0A0K2AZT5
A0A0U5LR23	UniRef90_A0A0U5LR23
A0A255PF80	UniRef90_A0A0U5LR23
A0A0H4CC94	UniRef90_A0A0U5LR23
A0A0N0TJA1	UniRef90_A0A0U5LR23
A0A243S9C9	UniRef90_A0A0U5LR23
A0A066YH69	UniRef90_A0A0U5LR23
UPI0004CA7CDA	UniRef90_A0A0U5LR23
UPI000A373B4C	UniRef90_A0A0U5LR23
A0A2N9BJR2	UniRef90_A0A2N9BJR2
A0A2Z5JUM8	UniRef90_A0A2N9BJR2
A0A2T4NH40	UniRef90_A0A2N9BJR2
A0A066YGY9	UniRef90_A0A2N9BJR2
A0A231PHV6	UniRef90_A0A2N9BJR2
A0A2C9ZMH4	UniRef90_A0A2N9BJR2
A0A2W2MUS3	UniRef90_A0A2N9BJR2
A0A2U2ZIL7	UniRef90_A0A2N9BJR2
A0A1V6MYG1	UniRef90_A0A2N9BJR2
A0A229G7E1	UniRef90_A0A2N9BJR2
UPI0006E414E6	UniRef90_A0A2N9BJR2
UPI00069EF9A5	UniRef90_A0A2N9BJR2
UPI0004C064F6	UniRef90_A0A2N9BJR2
UPI0004E0BA70	UniRef90_A0A2N9BJR2
UPI0004C4B182	UniRef90_A0A2N9BJR2
UPI0006E2FF1C	UniRef90_A0A2N9BJR2
UPI000A377D1B	UniRef90_A0A2N9BJR2
A0A067C4A5	UniRef90_A0A067C4A5
A0A2N9BJS1	UniRef90_A0A2N9BJS1
A0A2G9DXM3	UniRef90_A0A2N9BJS1
A0A100JMQ5	UniRef90_A0A2N9BJS1
A0A3N1M6Z2	UniRef90_A0A2N9BJS1
A0A0L0JDX8	UniRef90_A0A2N9BJS1
A0A2P9FET5	UniRef90_A0A2N9BJS1
A0A286FKL1	UniRef90_A0A2N9BJS1
A0A066YD20	UniRef90_A0A2N9BJS1
D9XDF4	UniRef90_A0A2N9BJS1
A0A2Z5JUC9	UniRef90_A0A2N9BJS1
C9ZEB0	UniRef90_A0A2N9BJS1
A0A1B1MPR8	UniRef90_A0A2N9BJS1
M3DN02	UniRef90_A0A2N9BJS1
UPI0006E3F934	UniRef90_A0A2N9BJS1
UPI0006E36F48	UniRef90_A0A2N9BJS1
UPI0006284712	UniRef90_A0A2N9BJS1
UPI000765A04F	UniRef90_A0A2N9BJS1
UPI000765C90D	UniRef90_A0A2N9BJS1
UPI000E69414F	UniRef90_A0A2N9BJS1
UPI000E683B6D	UniRef90_A0A2N9BJS1
UPI000D1812EB	UniRef90_A0A2N9BJS1
UPI000D1469B5	UniRef90_A0A2N9BJS1
UPI000D15D34F	UniRef90_A0A2N9BJS1
UPI000772F71B	UniRef90_A0A2N9BJS1
UPI000BE47572	UniRef90_A0A2N9BJS1
UPI000D148469	UniRef90_A0A2N9BJS1
UPI000D149712	UniRef90_A0A2N9BJS1
UPI000A3055A7	UniRef90_A0A2N9BJS1
UPI000262D9B4	UniRef90_A0A2N9BJS1
A0A067C463	UniRef90_A0A067C463
A0A2N9BJQ7	UniRef90_A0A2N9BJQ7
A0A0N0TID5	UniRef90_A0A2N9BJQ7
L8P5T4	UniRef90_A0A2N9BJQ7
A0A0L8L8E5	UniRef90_A0A2N9BJQ7
A0A2T4NH14	UniRef90_A0A2N9BJQ7
A0A066YBI5	UniRef90_A0A2N9BJQ7
UPI000568D15A	UniRef90_A0A2N9BJQ7
A0A066ZBI8	UniRef90_A0A066ZBI8
A0A2N9BJU3	UniRef90_A0A2N9BJU3
A0A2S6WPP4	UniRef90_A0A2N9BJU3
A0A066YD34	UniRef90_A0A2N9BJU3
L8PQB9	UniRef90_A0A2N9BJU3
A0A2Z5JU94	UniRef90_A0A2N9BJU3
A0A1B1MQB8	UniRef90_A0A2N9BJU3
UPI0004BFB533	UniRef90_A0A2N9BJU3
UPI0004C52654	UniRef90_A0A2N9BJU3
UPI0006284046	UniRef90_A0A2N9BJU3
UPI000765A4CA	UniRef90_A0A2N9BJU3
E4NJK0	UniRef90_E4NJK0
A0A3N4R2S9	UniRef90_E4NJK0
A0A3N1Y9U8	UniRef90_E4NJK0
A0A066ZB26	UniRef90_E4NJK0
UPI000F4A255C	UniRef90_E4NJK0
UPI0002DC39C7	UniRef90_E4NJK0
UPI00055AC97C	UniRef90_E4NJK0
UPI000D145653	UniRef90_E4NJK0
UPI000D14738E	UniRef90_E4NJK0
A0A067BUZ9	UniRef90_A0A067BUZ9
A0A2Z5JU25	UniRef90_A0A2Z5JU25
A0A2N9BJU5	UniRef90_A0A2Z5JU25
A0A2S6WPP6	UniRef90_A0A2Z5JU25
A0A066YMF9	UniRef90_A0A2Z5JU25
A0A1B1MPT5	UniRef90_A0A2Z5JU25
M3DMY7	UniRef90_A0A2Z5JU25
UPI0002FC0A92	UniRef90_A0A2Z5JU25
UPI000CF25F8E	UniRef90_A0A2Z5JU25
UPI00055ED6CA	UniRef90_A0A2Z5JU25
UPI000DEEC1DA	UniRef90_A0A2Z5JU25
UPI000D1310B8	UniRef90_A0A2Z5JU25
UPI000D146D36	UniRef90_A0A2Z5JU25
Cluster members	Cluster ID
A0A068S7K4	UniRef90_A0A068S7K4
A0A077WWX6	UniRef90_A0A068S7K4
A0A077Z5N1	UniRef90_A0A077Z5N1
A0A085NUQ9	UniRef90_A0A077Z5N1
A9C2Q8	UniRef90_A9C2Q8
A0A1I1CY76	UniRef90_A9C2Q8
A0A072T2T6	UniRef90_A9C2Q8
A0A081J649	UniRef90_A9C2Q8
A0A1H3NKM8	UniRef90_A9C2Q8
A0A1D8IW95	UniRef90_A9C2Q8
S2WJ76	UniRef90_A9C2Q8
S2WT31	UniRef90_A9C2Q8
A0A354UGU2	UniRef90_A9C2Q8
A0A031HWL6	UniRef90_A9C2Q8
A0A2G7TCG4	UniRef90_A9C2Q8
A0A2M9PUV6	UniRef90_A9C2Q8
A0A080NR46	UniRef90_A9C2Q8
A0A210W8F1	UniRef90_A9C2Q8
A0A2G6TVM4	UniRef90_A9C2Q8
A0A1C7LFI4	UniRef90_A9C2Q8
F6ARK7	UniRef90_A9C2Q8
A0A291JGG7	UniRef90_A9C2Q8
A0A286IZT5	UniRef90_A9C2Q8
UPI000640885C	UniRef90_A9C2Q8
UPI00064649F0	UniRef90_A9C2Q8
UPI000F83F4E0	UniRef90_A9C2Q8
UPI0007AE773E	UniRef90_A9C2Q8
UPI000903EACD	UniRef90_A9C2Q8
UPI000F4B6E9B	UniRef90_A9C2Q8
A0A2P8A9R0	UniRef90_A0A2P8A9R0
Q9EWR5	UniRef90_A0A2P8A9R0
A0A346BV02	UniRef90_A0A2P8A9R0
A0A1R1WV97	UniRef90_A0A2P8A9R0
A0A2S6X4J1	UniRef90_A0A2P8A9R0
A0A3N1DWV7	UniRef90_A0A2P8A9R0
A0A076MFP8	UniRef90_A0A2P8A9R0
A0A1H1TSE4	UniRef90_A0A2P8A9R0
A0A3E0G9S9	UniRef90_A0A2P8A9R0
A0A397PQV6	UniRef90_A0A2P8A9R0
A0A209D0B5	UniRef90_A0A2P8A9R0
A0A3S8XIG8	UniRef90_A0A2P8A9R0
H1QBA2	UniRef90_A0A2P8A9R0
A0A0N6ZEN2	UniRef90_A0A2P8A9R0
A0A209C942	UniRef90_A0A2P8A9R0
A0A0N0YBV1	UniRef90_A0A2P8A9R0
A0ADJ6	UniRef90_A0A2P8A9R0
A0A454W9I2	UniRef90_A0A2P8A9R0
A0A1S6J2Y0	UniRef90_A0A2P8A9R0
A0A1D8SYT7	UniRef90_A0A2P8A9R0
A0A429P5X6	UniRef90_A0A2P8A9R0
A0A429EQV3	UniRef90_A0A2P8A9R0
A0A191V7A7	UniRef90_A0A2P8A9R0
A0A369V551	UniRef90_A0A2P8A9R0
A0A270QYM1	UniRef90_A0A2P8A9R0
A0A086MSD6	UniRef90_A0A2P8A9R0
A0A1X2MZF4	UniRef90_A0A2P8A9R0
A0A269TUP5	UniRef90_A0A2P8A9R0
A0A1Q5LIR0	UniRef90_A0A2P8A9R0
A0A1X4HTX7	UniRef90_A0A2P8A9R0
UPI0004C0768D	UniRef90_A0A2P8A9R0
UPI00075034F3	UniRef90_A0A2P8A9R0
UPI000EF5D887	UniRef90_A0A2P8A9R0
UPI0004CBFC3B	UniRef90_A0A2P8A9R0
UPI00105E1400	UniRef90_A0A2P8A9R0
UPI000D593304	UniRef90_A0A2P8A9R0
UPI000EF5D27C	UniRef90_A0A2P8A9R0
UPI000C9C6193	UniRef90_A0A2P8A9R0
UPI000FD9A6E4	UniRef90_A0A2P8A9R0
UPI000989E833	UniRef90_A0A2P8A9R0
UPI0003A44F34	UniRef90_A0A2P8A9R0
UPI0004C59382	UniRef90_A0A2P8A9R0
UPI0004CB06F1	UniRef90_A0A2P8A9R0
UPI000619BB78	UniRef90_A0A2P8A9R0
UPI0007853212	UniRef90_A0A2P8A9R0
UPI0007B44E03	UniRef90_A0A2P8A9R0
UPI000A390BFD	UniRef90_A0A2P8A9R0
UPI000EF6AF7F	UniRef90_A0A2P8A9R0
UPI000F7440EF	UniRef90_A0A2P8A9R0
UPI000FA8FE79	UniRef90_A0A2P8A9R0
UPI000F014FA5	UniRef90_A0A2P8A9R0
A0A074RQM2	UniRef90_A0A074RQM2
A0A074S3I6	UniRef90_A0A074S3I6
X8JS77	UniRef90_A0A074S3I6
A0A085W9P6	UniRef90_A0A085W9P6
UPI0009FD3690	UniRef90_A0A085W9P6
A0A074SV88	UniRef90_A0A074SV88
A0A081XQM8	UniRef90_A0A081XQM8
A0A074RX33	UniRef90_A0A074RX33
X8JPP5	UniRef90_A0A074RX33
A0A081PAQ3	UniRef90_A0A081PAQ3
UPI0009DEE718	UniRef90_A0A081PAQ3
A0A084SIX4	UniRef90_A0A084SIX4
A0A084WLQ0	UniRef90_A0A084WLQ0
A0A086GMI7	UniRef90_A0A086GMI7
UPI0007660114	UniRef90_A0A086GMI7
UPI00062838BF	UniRef90_A0A086GMI7
A0A084WLP9	UniRef90_A0A084WLP9
A0A075V0P1	UniRef90_A0A075V0P1
A0A429DY28	UniRef90_A0A075V0P1
UPI00093ACC35	UniRef90_A0A075V0P1
A0A074RJ50	UniRef90_A0A074RJ50
X8JTA5	UniRef90_A0A074RJ50
A0A077WKC1	UniRef90_A0A077WKC1
A0A081C889	UniRef90_A0A081C889
A0A085W9S9	UniRef90_A0A085W9S9
UPI000A00251D	UniRef90_A0A085W9S9
A0A087DEF7	UniRef90_A0A087DEF7
UPI0009DFA8DF	UniRef90_A0A087DEF7
A0A075R673	UniRef90_A0A075R673
A0A0F7EJY0	UniRef90_A0A075R673
A0A2U8JPW2	UniRef90_A0A075R673
H0UEL2	UniRef90_A0A075R673
UPI0003B218F8	UniRef90_A0A075R673
UPI000BC48704	UniRef90_A0A075R673
UPI000C7802C0	UniRef90_A0A075R673
UPI000EAD9568	UniRef90_A0A075R673
A0A087D6H7	UniRef90_A0A087D6H7
UPI0009DED37E	UniRef90_A0A087D6H7
A0A081K795	UniRef90_A0A081K795
UPI0003609084	UniRef90_A0A081K795
UPI000825B6E9	UniRef90_A0A081K795
A0A086BPI4	UniRef90_A0A086BPI4
A0A077WLQ2	UniRef90_A0A077WLQ2
A0A068RHA8	UniRef90_A0A068RHA8
A0A077WA07	UniRef90_A0A068RHA8
A0A091SHG4	UniRef90_A0A091SHG4
A0A087VMD1	UniRef90_A0A091SHG4
G3WNG4	UniRef90_A0A091SHG4
A0A151PAS3	UniRef90_A0A091SHG4
UPI00053232FA	UniRef90_A0A091SHG4
A0A068RH19	UniRef90_A0A068RH19
A0A077WC24	UniRef90_A0A068RH19
A0A3N2H2S5	UniRef90_A0A3N2H2S5
A0A076N3M0	UniRef90_A0A3N2H2S5
A0A229TS15	UniRef90_A0A3N2H2S5
UPI0002628658	UniRef90_A0A3N2H2S5
Q9EWL6	UniRef90_Q9EWL6
A0A076LSZ3	UniRef90_Q9EWL6
A0A1H2DH95	UniRef90_Q9EWL6
A0A3E0GSG7	UniRef90_Q9EWL6
A0A397Q8Y7	UniRef90_Q9EWL6
UPI000EF62692	UniRef90_Q9EWL6
A0A2P7ZTH6	UniRef90_A0A2P7ZTH6
Q9EWL5	UniRef90_A0A2P7ZTH6
A0A076LQZ2	UniRef90_A0A2P7ZTH6
A0A1H2DHY7	UniRef90_A0A2P7ZTH6
A0A3E0GSB2	UniRef90_A0A2P7ZTH6
A0A397Q7H6	UniRef90_A0A2P7ZTH6
UPI0004C77A50	UniRef90_A0A2P7ZTH6
UPI000EF61174	UniRef90_A0A2P7ZTH6
A0A0B5RUJ4	UniRef90_A0A0B5RUJ4
A0A1I6AJ95	UniRef90_A0A0B5RUJ4
J8HRJ7	UniRef90_A0A0B5RUJ4
A0A2S9HPB9	UniRef90_A0A0B5RUJ4
J8HBL8	UniRef90_A0A0B5RUJ4
A0A2A7Z7S6	UniRef90_A0A0B5RUJ4
A0A2C5AEY1	UniRef90_A0A0B5RUJ4
A0A1S9TCT8	UniRef90_A0A0B5RUJ4
J9BPP4	UniRef90_A0A0B5RUJ4
R8CKE1	UniRef90_A0A0B5RUJ4
A0A3D9U4W6	UniRef90_A0A0B5RUJ4
A0A366FVY9	UniRef90_A0A0B5RUJ4
A0A073K724	UniRef90_A0A0B5RUJ4
C2Q5A5	UniRef90_A0A0B5RUJ4
C2Y2U2	UniRef90_A0A0B5RUJ4
UPI0002D82834	UniRef90_A0A0B5RUJ4
UPI0007ABCCA7	UniRef90_A0A0B5RUJ4
UPI0003776349	UniRef90_A0A0B5RUJ4
UPI0003E274E7	UniRef90_A0A0B5RUJ4
UPI0004DCCCB2	UniRef90_A0A0B5RUJ4
UPI0007ABD3D4	UniRef90_A0A0B5RUJ4
UPI0009935EF3	UniRef90_A0A0B5RUJ4
UPI000B445258	UniRef90_A0A0B5RUJ4
UPI000B4AC885	UniRef90_A0A0B5RUJ4
UPI000BEE75D4	UniRef90_A0A0B5RUJ4
UPI000BEF726D	UniRef90_A0A0B5RUJ4
UPI000BF0B69E	UniRef90_A0A0B5RUJ4
UPI000BF1A300	UniRef90_A0A0B5RUJ4
UPI000BF1E10E	UniRef90_A0A0B5RUJ4
UPI000BFD75E1	UniRef90_A0A0B5RUJ4
P30996	UniRef90_P30996
D2KHQ7	UniRef90_P30996
A0A3F3E9T4	UniRef90_P30996
Q9ZAJ5	UniRef90_P30996
D2KHS4	UniRef90_P30996
A0A076L8F5	UniRef90_P30996
D2KHS6	UniRef90_P30996
UPI00005B3D9E	UniRef90_P30996
UPI000C23FFB6	UniRef90_P30996
A0ACX1	UniRef90_A0ACX1
A0A454WCX8	UniRef90_A0ACX1
A0A3R9UW23	UniRef90_A0ACX1
A0A1S6J2B6	UniRef90_A0ACX1
A0A086MSW6	UniRef90_A0ACX1
A0A1Q5CS54	UniRef90_A0ACX1
A0A270QN86	UniRef90_A0ACX1
A0A1X2M3F9	UniRef90_A0ACX1
A0A269TQU8	UniRef90_A0ACX1
A0A270QS39	UniRef90_A0ACX1
UPI0009987101	UniRef90_A0ACX1
UPI00068F586E	UniRef90_A0ACX1
UPI000694857E	UniRef90_A0ACX1
UPI00099CF6CC	UniRef90_A0ACX1
UPI00099FA64C	UniRef90_A0ACX1
UPI000A383515	UniRef90_A0ACX1
UPI000FA26171	UniRef90_A0ACX1
UPI000FA54E19	UniRef90_A0ACX1
UPI000FB6FBE4	UniRef90_A0ACX1
UPI000FB8182D	UniRef90_A0ACX1
UPI000EF6E0FB	UniRef90_A0ACX1
UPI00093B383F	UniRef90_A0ACX1
