Cluster members	Cluster ID
A0A0C3BVS6	UniRef90_A0A0C3BVS6
A0A0C9VMX3	UniRef90_A0A0C9VMX3
A0A0C9V1B0	UniRef90_A0A0C9V1B0
A0A0C2AJY5	UniRef90_A0A0C2AJY5
UPI0007C77A97	UniRef90_A0A0C2AJY5
A0A0D2P490	UniRef90_A0A0D2P490
A0A0C3BMS6	UniRef90_A0A0C3BMS6
A0A0D2M528	UniRef90_A0A0D2M528
A0A0C9TW13	UniRef90_A0A0C9TW13
A0A0C3Q7S0	UniRef90_A0A0C3Q7S0
A0A0C3BF84	UniRef90_A0A0C3BF84
A0A0C3FT84	UniRef90_A0A0C3FT84
A0A0C5PT90	UniRef90_A0A0C5PT90
A0A0C5PRL1	UniRef90_A0A0C5PRL1
A0A0C3K7Q3	UniRef90_A0A0C3K7Q3
A0A0C3QCD3	UniRef90_A0A0C3QCD3
A0A0C3QDT4	UniRef90_A0A0C3QDT4
A0A0C3QAZ4	UniRef90_A0A0C3QAZ4
A0A0C3LJE0	UniRef90_A0A0C3LJE0
A0A0C3Q455	UniRef90_A0A0C3Q455
A0A0C3QVB7	UniRef90_A0A0C3QVB7
A0A0D2NBP1	UniRef90_A0A0D2NBP1
A0A0C3LNP8	UniRef90_A0A0C3LNP8
S2J6C2	UniRef90_S2J6C2
A0A0C9LTD0	UniRef90_S2J6C2
A0A0C9VDG6	UniRef90_A0A0C9VDG6
A0A0C9VPR0	UniRef90_A0A0C9VDG6
A0A0C3PUZ9	UniRef90_A0A0C3PUZ9
A0A0C3KB94	UniRef90_A0A0C3PUZ9
A0A0C9VEQ4	UniRef90_A0A0C9VEQ4
A0A0C3QMJ8	UniRef90_A0A0C3QMJ8
A0A0C9MPQ2	UniRef90_A0A0C9MPQ2
S2K7X1	UniRef90_A0A0C9MPQ2
A0A0C3Q319	UniRef90_A0A0C3Q319
A0A0D0CSC3	UniRef90_A0A0D0CSC3
A0A0D0CJL7	UniRef90_A0A0D0CJL7
A0A0C9VQR9	UniRef90_A0A0C9VQR9
A0A0C9SL57	UniRef90_A0A0C9SL57
A0A0C9V0D9	UniRef90_A0A0C9V0D9
A0A0C3C2B3	UniRef90_A0A0C3C2B3
A0A0C3L348	UniRef90_A0A0C3L348
A0A0D0BAR0	UniRef90_A0A0D0BAR0
A0A0D2KQ75	UniRef90_A0A0D2KQ75
A0A0D0BLZ0	UniRef90_A0A0D0BLZ0
A0A0D0C1Y8	UniRef90_A0A0D0C1Y8
S2JVP9	UniRef90_S2JVP9
A0A0C9LVD5	UniRef90_S2JVP9
A0A168JBV5	UniRef90_S2JVP9
A0A0D2NJN9	UniRef90_A0A0D2NJN9
A0A0D0B6M0	UniRef90_A0A0D0B6M0
A0A0C9ZN59	UniRef90_A0A0C9ZN59
A0A0D0BIY4	UniRef90_A0A0D0BIY4
A0A0C3BFF1	UniRef90_A0A0C3BFF1
A0A0D0B3B9	UniRef90_A0A0D0B3B9
A0A0C9UNI6	UniRef90_A0A0C9UNI6
A0A0C9UI61	UniRef90_A0A0C9UI61
A0A0D2N9E0	UniRef90_A0A0D2N9E0
A0A0C9T6E0	UniRef90_A0A0C9T6E0
A0A0C1XWZ2	UniRef90_A0A0C1XWZ2
A0A0D0NYS1	UniRef90_A0A0D0NYS1
A0A3N6WMK2	UniRef90_A0A0D0NYS1
A0A2S5F6E4	UniRef90_A0A0D0NYS1
UPI00051B0829	UniRef90_A0A0D0NYS1
UPI00059D9E4F	UniRef90_A0A0D0NYS1
UPI0005A6E1DF	UniRef90_A0A0D0NYS1
UPI000903F7E1	UniRef90_A0A0D0NYS1
UPI000D3C2929	UniRef90_A0A0D0NYS1
A0A0C5FYD1	UniRef90_A0A0C5FYD1
A0A0F7W3N5	UniRef90_A0A0C5FYD1
UPI000494B268	UniRef90_A0A0C5FYD1
UPI00063DB34B	UniRef90_A0A0C5FYD1
UPI00065C73B5	UniRef90_A0A0C5FYD1
A0A0C9U5R1	UniRef90_A0A0C9U5R1
A0A0C9LYG4	UniRef90_A0A0C9LYG4
E6V3B9	UniRef90_E6V3B9
A0A3N7BEP1	UniRef90_E6V3B9
A0A1I5TJG4	UniRef90_E6V3B9
J2KHM5	UniRef90_E6V3B9
A0A1G5A716	UniRef90_E6V3B9
A0A3A1WGZ9	UniRef90_E6V3B9
A0A0Q7CHH7	UniRef90_E6V3B9
A0A0D0MMJ6	UniRef90_E6V3B9
A0A0C5FWU0	UniRef90_A0A0C5FWU0
A0A0F7W6A9	UniRef90_A0A0C5FWU0
UPI000678598C	UniRef90_A0A0C5FWU0
UPI00065C6EDF	UniRef90_A0A0C5FWU0
A0A0C2AAD1	UniRef90_A0A0C2AAD1
UPI00099CE88D	UniRef90_A0A0C2AAD1
A0A0C9W5Z6	UniRef90_A0A0C9W5Z6
A0A0C9VEX2	UniRef90_A0A0C9W5Z6
A0A0F7W6Y1	UniRef90_A0A0F7W6Y1
A0A0C5G650	UniRef90_A0A0F7W6Y1
UPI0005C88B35	UniRef90_A0A0F7W6Y1
A0A0C9VFK5	UniRef90_A0A0C9VFK5
A0A0C1WZ99	UniRef90_A0A0C1WZ99
A0A0C2B6M9	UniRef90_A0A0C2B6M9
A0A0C2JC67	UniRef90_A0A0C2JC67
A0A0C5G0W2	UniRef90_A0A0C5G0W2
A0A0C9MVI2	UniRef90_A0A0C9MVI2
A0A0C1XSV5	UniRef90_A0A0C1XSV5
A0A0C2AHF8	UniRef90_A0A0C2AHF8
UPI00099D21A0	UniRef90_A0A0C2AHF8
A0A0D0C211	UniRef90_A0A0D0C211
A0A0D0CHU0	UniRef90_A0A0D0CHU0
A0A0C9TUQ9	UniRef90_A0A0C9TUQ9
A0A0C2B7U5	UniRef90_A0A0C2B7U5
A0A0C2BDG8	UniRef90_A0A0C2BDG8
UPI000696E312	UniRef90_A0A0C2BDG8
A0A0C1X9X8	UniRef90_A0A0C1X9X8
A0A0C3Q3Y3	UniRef90_A0A0C3Q3Y3
A0A0C2ANT6	UniRef90_A0A0C2ANT6
A0A0F7VUK9	UniRef90_A0A0F7VUK9
A0A0C5G9R3	UniRef90_A0A0F7VUK9
UPI0005C7EA10	UniRef90_A0A0F7VUK9
A0A0C2JBB0	UniRef90_A0A0C2JBB0
A0A0C2BDE3	UniRef90_A0A0C2BDE3
UPI00069772C8	UniRef90_A0A0C2BDE3
A0A0C2B7M7	UniRef90_A0A0C2B7M7
A0A0C2AFM0	UniRef90_A0A0C2AFM0
UPI0005A8F27E	UniRef90_A0A0C2AFM0
A0A0C9UTM0	UniRef90_A0A0C9UTM0
A0A0C3QDT3	UniRef90_A0A0C3QDT3
A0A0F7VP21	UniRef90_A0A0F7VP21
A0A0C5GKU9	UniRef90_A0A0F7VP21
UPI000854F3C4	UniRef90_A0A0F7VP21
A0A0D2MM94	UniRef90_A0A0D2MM94
A0A0D6L4E7	UniRef90_A0A0D6L4E7
A0A0D6LFU3	UniRef90_A0A0D6L4E7
A0A0D0XBZ5	UniRef90_A0A0D0XBZ5
A0A1C4W365	UniRef90_A0A0D0XBZ5
A0A1S8XVX8	UniRef90_A0A0D0XBZ5
A0A0D0WU64	UniRef90_A0A0D0XBZ5
UPI0009E3D8F3	UniRef90_A0A0D0XBZ5
UPI00098D718F	UniRef90_A0A0D0XBZ5
UPI0009E1D6FB	UniRef90_A0A0D0XBZ5
A0A1U8KVT3	UniRef90_A0A1U8KVT3
A0A0D2SAU8	UniRef90_A0A1U8KVT3
A0A0D2VB52	UniRef90_A0A1U8KVT3
A0A2P5SEX8	UniRef90_A0A1U8KVT3
A0A2P5WYR0	UniRef90_A0A1U8KVT3
A0A1U8IHC1	UniRef90_A0A1U8KVT3
UPI00081949BE	UniRef90_A0A1U8KVT3
A0A0C9X5J5	UniRef90_A0A0C9X5J5
A0A0F2TA75	UniRef90_A0A0F2TA75
A0A0F0I9Y6	UniRef90_A0A0F0I9Y6
Q2U1N6	UniRef90_A0A0F0I9Y6
A0A2G7FQE2	UniRef90_A0A0F0I9Y6
A0A2P2H5W9	UniRef90_A0A0F0I9Y6
A0A364MQQ3	UniRef90_A0A0F0I9Y6
A0A1F8A4L0	UniRef90_A0A0F0I9Y6
A0A1S9D7G8	UniRef90_A0A0F0I9Y6
A0A0L1JC38	UniRef90_A0A0F0I9Y6
A0A0C9X6K4	UniRef90_A0A0C9X6K4
A0A0C9X2U1	UniRef90_A0A0C9X2U1
A0A0D2P892	UniRef90_A0A0D2P892
A0A0F0HSD0	UniRef90_A0A0F0HSD0
A0A0D8ZN04	UniRef90_A0A0D8ZN04
UPI0009E4E390	UniRef90_A0A0D8ZN04
A0A0D2P3M4	UniRef90_A0A0D2P3M4
A0A0E1NC99	UniRef90_A0A0E1NC99
A0A2R9TD91	UniRef90_A0A0E1NC99
A0A3S4IRD5	UniRef90_A0A0E1NC99
A0A3V1K9N1	UniRef90_A0A0E1NC99
A0A0D8CMP5	UniRef90_A0A0D8CMP5
A0A0D0X7L1	UniRef90_A0A0D0X7L1
A0A0D8Y8F2	UniRef90_A0A0D8Y8F2
A0A0D7B9Q9	UniRef90_A0A0D7B9Q9
A0A0D4E214	UniRef90_A0A0D4E214
UPI0006B6399B	UniRef90_A0A0D4E214
A0A0D7BAR2	UniRef90_A0A0D7BAR2
A0A0D7BAG3	UniRef90_A0A0D7BAG3
A0A0C9XR27	UniRef90_A0A0C9XR27
A0A0E9MYP0	UniRef90_A0A0E9MYP0
A0A0C9XIR9	UniRef90_A0A0C9XIR9
A0A0D7B097	UniRef90_A0A0D7B097
A0A0D0NDL2	UniRef90_A0A0D0NDL2
A0A2M9KV01	UniRef90_A0A0D0NDL2
A0A0E0APE1	UniRef90_A0A0E0APE1
B0DSD3	UniRef90_B0DSD3
A0A0C9WLQ5	UniRef90_B0DSD3
W7N2N7	UniRef90_W7N2N7
N4UPV0	UniRef90_W7N2N7
N1RG97	UniRef90_W7N2N7
A0A0D2Y687	UniRef90_W7N2N7
X0A8Y3	UniRef90_W7N2N7
A0A2H3TMT5	UniRef90_W7N2N7
F9F4T7	UniRef90_W7N2N7
A0A3L6N8X5	UniRef90_W7N2N7
X0LLP2	UniRef90_W7N2N7
X0HVB0	UniRef90_W7N2N7
X0C4T3	UniRef90_W7N2N7
W9K431	UniRef90_W7N2N7
A0A2H3GG15	UniRef90_W7N2N7
W9NLD5	UniRef90_W7N2N7
A0A420QF97	UniRef90_W7N2N7
A0A365MP09	UniRef90_W7N2N7
A0A1L7W5P5	UniRef90_W7N2N7
A0A420SA92	UniRef90_W7N2N7
A0A366QBD0	UniRef90_W7N2N7
A0A2H3RZ03	UniRef90_W7N2N7
A0A2K0UCQ4	UniRef90_W7N2N7
W9HXI5	UniRef90_W7N2N7
A0A1L7U7H6	UniRef90_W7N2N7
X0J6G0	UniRef90_W7N2N7
I0KZ65	UniRef90_I0KZ65
A0A1C5A1H6	UniRef90_I0KZ65
A0A246RKG0	UniRef90_I0KZ65
A0A0D0X7D9	UniRef90_I0KZ65
A0A1C5I225	UniRef90_I0KZ65
A0A120F755	UniRef90_I0KZ65
A0A0M8XPB2	UniRef90_I0KZ65
A0A366L466	UniRef90_I0KZ65
A0A3E1YL19	UniRef90_I0KZ65
A0A1Q5HAI5	UniRef90_I0KZ65
A0A1C5H3P9	UniRef90_I0KZ65
A0A1C4VP86	UniRef90_I0KZ65
A0A365UXQ8	UniRef90_I0KZ65
A0A385APM4	UniRef90_I0KZ65
A0A1S1WF54	UniRef90_I0KZ65
A0A1C6SUV3	UniRef90_I0KZ65
A0A2D1IJF4	UniRef90_I0KZ65
A0A1C6US97	UniRef90_I0KZ65
A0A386WKT1	UniRef90_I0KZ65
W7VWY3	UniRef90_I0KZ65
A0A3M9KDL1	UniRef90_I0KZ65
UPI000B878E39	UniRef90_I0KZ65
UPI00083E5374	UniRef90_I0KZ65
UPI0007DAFEB2	UniRef90_I0KZ65
UPI000CE3B027	UniRef90_I0KZ65
UPI001075AC6D	UniRef90_I0KZ65
UPI00102B036B	UniRef90_I0KZ65
UPI000E0CF595	UniRef90_I0KZ65
UPI0001C47371	UniRef90_I0KZ65
UPI000EF58114	UniRef90_I0KZ65
UPI000BF7A1A5	UniRef90_I0KZ65
UPI0005BA003F	UniRef90_I0KZ65
UPI00064BDDD8	UniRef90_I0KZ65
A0A0D0W050	UniRef90_A0A0D0W050
A0A1S8XW90	UniRef90_A0A0D0W050
A0A1C4WNX4	UniRef90_A0A0D0W050
A0A1C5AUX1	UniRef90_A0A0D0W050
UPI00098D4C08	UniRef90_A0A0D0W050
UPI000B89B91D	UniRef90_A0A0D0W050
A0A0C9Z3Z2	UniRef90_A0A0C9Z3Z2
A0A0F2SUH0	UniRef90_A0A0F2SUH0
A0A0F2TGT3	UniRef90_A0A0F2TGT3
A0A0D0VMP2	UniRef90_A0A0D0VMP2
C4RNN8	UniRef90_A0A0D0VMP2
A0A1C4XSB7	UniRef90_A0A0D0VMP2
A0A1S8XQJ4	UniRef90_A0A0D0VMP2
UPI0005C4FBA1	UniRef90_A0A0D0VMP2
UPI0010456FA1	UniRef90_A0A0D0VMP2
A0A0D0VK62	UniRef90_A0A0D0VK62
A0A1C4WVJ0	UniRef90_A0A0D0VK62
A0A246RMV7	UniRef90_A0A0D0VK62
A0A1S8XN53	UniRef90_A0A0D0VK62
A0A1C4XZX9	UniRef90_A0A0D0VK62
A0A1C5H0K9	UniRef90_A0A0D0VK62
UPI0009436C3D	UniRef90_A0A0D0VK62
A0A1C5AR87	UniRef90_A0A1C5AR87
A0A1C4YAN4	UniRef90_A0A1C5AR87
A0A109IN21	UniRef90_A0A1C5AR87
A0A0D0X2W2	UniRef90_A0A1C5AR87
A0A246RU62	UniRef90_A0A1C5AR87
A0A1S8XZ72	UniRef90_A0A1C5AR87
UPI000B836A54	UniRef90_A0A1C5AR87
A0A0D0V5R6	UniRef90_A0A0D0V5R6
C4RGX6	UniRef90_A0A0D0V5R6
A0A1C5AUF0	UniRef90_A0A0D0V5R6
A0A1C4X857	UniRef90_A0A0D0V5R6
A0A1S8XVH6	UniRef90_A0A0D0V5R6
A0A0M8XLU8	UniRef90_A0A0D0V5R6
UPI00098D4739	UniRef90_A0A0D0V5R6
UPI0005650B18	UniRef90_A0A0D0V5R6
UPI001052CF3F	UniRef90_A0A0D0V5R6
UPI00102C899F	UniRef90_A0A0D0V5R6
UPI000B5ACCEA	UniRef90_A0A0D0V5R6
A0A0D8JEE6	UniRef90_A0A0D8JEE6
A0A0E0APE0	UniRef90_A0A0E0APE0
A0A0E0APE2	UniRef90_A0A0E0APE0
A0A0D7W6T2	UniRef90_A0A0D7W6T2
UPI0005CC4EFA	UniRef90_A0A0D7W6T2
A0A0D6JVL6	UniRef90_A0A0D6JVL6
UPI000B7F0A4E	UniRef90_A0A0D6JVL6
UPI000693E150	UniRef90_A0A0D6JVL6
A0A0D0NQU2	UniRef90_A0A0D0NQU2
UPI0009FA24ED	UniRef90_A0A0D0NQU2
A0A0D0UQG8	UniRef90_A0A0D0UQG8
A0A1C4X4Y0	UniRef90_A0A0D0UQG8
A0A1S8XPJ0	UniRef90_A0A0D0UQG8
UPI0005C77B45	UniRef90_A0A0D0UQG8
UPI00098D414F	UniRef90_A0A0D0UQG8
A0A0D8B884	UniRef90_A0A0D8B884
UPI0006FC8950	UniRef90_A0A0D8B884
UPI0006DBE2F9	UniRef90_A0A0D8B884
A0A0D0LS27	UniRef90_A0A0D0LS27
A0A1M7N9J8	UniRef90_A0A0D0LS27
A0A3D9S8Z3	UniRef90_A0A0D0LS27
A0A3L9Z9W9	UniRef90_A0A0D0LS27
A0A0E0CZV7	UniRef90_A0A0E0CZV7
A0A2M9M502	UniRef90_A0A2M9M502
A0A0D7CLP8	UniRef90_A0A2M9M502
UPI0005B86465	UniRef90_A0A2M9M502
A0A0D0X5M6	UniRef90_A0A0D0X5M6
A0A1C4ZKI3	UniRef90_A0A0D0X5M6
A0A1S8XW95	UniRef90_A0A0D0X5M6
A0A1C4W304	UniRef90_A0A0D0X5M6
A0A0Q0Y1Q6	UniRef90_A0A0Q0Y1Q6
A0A0D8BG69	UniRef90_A0A0Q0Y1Q6
UPI0006F74FD7	UniRef90_A0A0Q0Y1Q6
A0A399SQ87	UniRef90_A0A399SQ87
A0A0D5CNA6	UniRef90_A0A399SQ87
A0A0D8B704	UniRef90_A0A0D8B704
A0A0N8WIM4	UniRef90_A0A0D8B704
UPI0007079A35	UniRef90_A0A0D8B704
UPI0007C7A29F	UniRef90_A0A0D8B704
A0A1H9VJP4	UniRef90_A0A1H9VJP4
A0A0F0H4G0	UniRef90_A0A1H9VJP4
UPI000A3798D6	UniRef90_A0A1H9VJP4
UPI0009E31600	UniRef90_A0A1H9VJP4
A0A0C9QHK0	UniRef90_A0A0C9QHK0
UPI0005ACE763	UniRef90_A0A0C9QHK0
UPI000738382C	UniRef90_A0A0C9QHK0
A0A1C4XSR5	UniRef90_A0A1C4XSR5
C4RNN7	UniRef90_A0A1C4XSR5
A0A0D0WPB7	UniRef90_A0A1C4XSR5
A0A1S8XQJ3	UniRef90_A0A1C4XSR5
A0A1C4U578	UniRef90_A0A1C4XSR5
UPI0002E8E13D	UniRef90_A0A1C4XSR5
UPI0010523076	UniRef90_A0A1C4XSR5
A0A0F0GM42	UniRef90_A0A0F0GM42
UPI000A373ACE	UniRef90_A0A0F0GM42
A0A0D0X5Z3	UniRef90_A0A0D0X5Z3
A0A1C5ANS6	UniRef90_A0A0D0X5Z3
A0A1S8XV50	UniRef90_A0A0D0X5Z3
A0A1C4WUL2	UniRef90_A0A0D0X5Z3
C4RG26	UniRef90_A0A0D0X5Z3
UPI001049E0E6	UniRef90_A0A0D0X5Z3
UPI00056C91AA	UniRef90_A0A0D0X5Z3
A0A0E0GLT3	UniRef90_A0A0E0GLT3
A0A0D3FHZ0	UniRef90_A0A0E0GLT3
A0A0E9G0V3	UniRef90_A0A0E9G0V3
A0A133Z8W8	UniRef90_A0A0E9G0V3
A0A0D0WWF3	UniRef90_A0A0D0WWF3
A0A1C5AHZ1	UniRef90_A0A0D0WWF3
A0A1S8XM08	UniRef90_A0A0D0WWF3
A0A1C4WC94	UniRef90_A0A0D0WWF3
C4RGY2	UniRef90_A0A0D0WWF3
UPI00104C5047	UniRef90_A0A0D0WWF3
UPI00031CAC72	UniRef90_A0A0D0WWF3
A0A0E0LPW6	UniRef90_A0A0E0LPW6
A0A1C4WVE1	UniRef90_A0A1C4WVE1
A0A0D0UQM8	UniRef90_A0A1C4WVE1
A0A1S8XN31	UniRef90_A0A1C4WVE1
A0A1C4XZY8	UniRef90_A0A1C4WVE1
A0A246RLN0	UniRef90_A0A1C4WVE1
A0A1C5H134	UniRef90_A0A1C4WVE1
A0A109IEZ2	UniRef90_A0A1C4WVE1
A0A0F2TNL6	UniRef90_A0A0F2TNL6
A0A0F2SU51	UniRef90_A0A0F2TNL6
UPI000D1489B2	UniRef90_A0A0F2TNL6
S9U6X9	UniRef90_S9U6X9
A0A383R9B4	UniRef90_S9U6X9
A0A1G7UKL9	UniRef90_S9U6X9
A0A0D7KLA8	UniRef90_S9U6X9
K4ZJ88	UniRef90_S9U6X9
A0A1E1VJG5	UniRef90_S9U6X9
UPI0009DEE3E0	UniRef90_S9U6X9
UPI0009E19E03	UniRef90_S9U6X9
UPI000688D8DE	UniRef90_S9U6X9
UPI0003869F19	UniRef90_S9U6X9
UPI000B90329D	UniRef90_S9U6X9
A0A0D0X8S9	UniRef90_A0A0D0X8S9
A0A1C5AVF5	UniRef90_A0A0D0X8S9
A0A3N9XGW4	UniRef90_A0A0D0X8S9
UPI000DBF9969	UniRef90_A0A0D0X8S9
UPI000DC0047A	UniRef90_A0A0D0X8S9
UPI000DC56DA7	UniRef90_A0A0D0X8S9
UPI001051B1D7	UniRef90_A0A0D0X8S9
A0A0F0G9T9	UniRef90_A0A0F0G9T9
UPI0009E4AE27	UniRef90_A0A0F0G9T9
A0A0D9Z6M9	UniRef90_A0A0D9Z6M9
A0A0F0H719	UniRef90_A0A0F0H719
A0A1L7GPP2	UniRef90_A0A0F0H719
A0A2V2AU53	UniRef90_A0A0F0H719
A0A0J6XH73	UniRef90_A0A0F0H719
A0A0L8J375	UniRef90_A0A0F0H719
A0A1Q5MPV6	UniRef90_A0A0F0H719
A0A0F4IBS6	UniRef90_A0A0F0H719
A0A429RW91	UniRef90_A0A0F0H719
A0A0M9ZCW6	UniRef90_A0A0F0H719
A0A0N1NIW0	UniRef90_A0A0F0H719
UPI0002DEA196	UniRef90_A0A0F0H719
UPI0004BD732A	UniRef90_A0A0F0H719
UPI0004C80955	UniRef90_A0A0F0H719
UPI0004CB5FEB	UniRef90_A0A0F0H719
UPI0004CB869E	UniRef90_A0A0F0H719
UPI0004CC847C	UniRef90_A0A0F0H719
UPI0005242C25	UniRef90_A0A0F0H719
UPI0006295F3E	UniRef90_A0A0F0H719
UPI0006AFA1EC	UniRef90_A0A0F0H719
UPI0006B01489	UniRef90_A0A0F0H719
UPI0006B03A60	UniRef90_A0A0F0H719
UPI0010658B70	UniRef90_A0A0F0H719
A0A0D0X607	UniRef90_A0A0D0X607
A0A1C4ZNM2	UniRef90_A0A0D0X607
A0A1S8XU28	UniRef90_A0A0D0X607
A0A1C4V9X5	UniRef90_A0A0D0X607
A0A0D7B0B2	UniRef90_A0A0D7B0B2
A0A0D6JUY2	UniRef90_A0A0D6JUY2
M0HP18	UniRef90_A0A0D6JUY2
A0A0K1IYA1	UniRef90_A0A0D6JUY2
A0A371MHI7	UniRef90_A0A0D6JUY2
A0A371L0K1	UniRef90_A0A0D6JUY2
A0A371M4T0	UniRef90_A0A0D6JUY2
A0A371L1P9	UniRef90_A0A0D6JUY2
M0FWA8	UniRef90_A0A0D6JUY2
UPI000B7C64F3	UniRef90_A0A0D6JUY2
UPI0005B22C6D	UniRef90_A0A0D6JUY2
UPI0005B1D26A	UniRef90_A0A0D6JUY2
UPI000678C9FD	UniRef90_A0A0D6JUY2
A0A0D7CVY4	UniRef90_A0A0D7CVY4
A0A1V0TTX9	UniRef90_A0A0D7CVY4
UPI000D1C1E4D	UniRef90_A0A0D7CVY4
UPI000CED5688	UniRef90_A0A0D7CVY4
D9T1D4	UniRef90_D9T1D4
A0A1C6TPI7	UniRef90_D9T1D4
W7VQX3	UniRef90_D9T1D4
A0A366L7C8	UniRef90_D9T1D4
A0A3E1Z047	UniRef90_D9T1D4
A0A385ATC6	UniRef90_D9T1D4
A0A1C4Y0D2	UniRef90_D9T1D4
A0A1S1WA19	UniRef90_D9T1D4
A0A1Q5HKD2	UniRef90_D9T1D4
A0A1C4UNK4	UniRef90_D9T1D4
A0A0D0WQY3	UniRef90_D9T1D4
A0A1C4VDG6	UniRef90_D9T1D4
A0A1S8XPB7	UniRef90_D9T1D4
UPI0004C45127	UniRef90_D9T1D4
UPI00064BA2BE	UniRef90_D9T1D4
UPI0007DAFC51	UniRef90_D9T1D4
UPI000CE43AAE	UniRef90_D9T1D4
UPI000EF572D5	UniRef90_D9T1D4
UPI001075B51E	UniRef90_D9T1D4
A0A0D0WXQ0	UniRef90_A0A0D0WXQ0
A0A1C5AM28	UniRef90_A0A0D0WXQ0
A0A1S8XR14	UniRef90_A0A0D0WXQ0
A0A1C4WE59	UniRef90_A0A0D0WXQ0
A0A0D0W1P7	UniRef90_A0A0D0W1P7
A0A1C4YLV9	UniRef90_A0A0D0W1P7
A0A1C4XD55	UniRef90_A0A0D0W1P7
A0A1S8Y1D0	UniRef90_A0A0D0W1P7
UPI00098D3E61	UniRef90_A0A0D0W1P7
UPI0009E63DE8	UniRef90_A0A0D0W1P7
A0A0D0XB38	UniRef90_A0A0D0XB38
A0A1C4Y7V0	UniRef90_A0A0D0XB38
A0A1C4YAF2	UniRef90_A0A0D0XB38
UPI0005C5033E	UniRef90_A0A0D0XB38
UPI000B85D0FA	UniRef90_A0A0D0XB38
A0A0D0PXX6	UniRef90_A0A0D0PXX6
A0A0D0PUX3	UniRef90_A0A0D0PUX3
A0A1C4ZTI1	UniRef90_A0A1C4ZTI1
A0A0D0X5N0	UniRef90_A0A1C4ZTI1
A0A0D0V0Z9	UniRef90_A0A0D0V0Z9
A0A1S8Y1L5	UniRef90_A0A0D0V0Z9
A0A1C4VY65	UniRef90_A0A0D0V0Z9
UPI0009E424D8	UniRef90_A0A0D0V0Z9
UPI00098D312E	UniRef90_A0A0D0V0Z9
UPI000B866801	UniRef90_A0A0D0V0Z9
A0A0D7CMX3	UniRef90_A0A0D7CMX3
UPI000CED2C44	UniRef90_A0A0D7CMX3
C4RDB8	UniRef90_C4RDB8
A0A0D0V419	UniRef90_C4RDB8
A0A1S8XXP8	UniRef90_C4RDB8
A0A1C4WIA2	UniRef90_C4RDB8
A0A0D0X2Y6	UniRef90_A0A0D0X2Y6
A0A2D0AWP0	UniRef90_A0A2D0AWP0
A0A1C4VGX2	UniRef90_A0A2D0AWP0
A0A1C5H1Y2	UniRef90_A0A2D0AWP0
A0A0D0V7Z6	UniRef90_A0A2D0AWP0
UPI000B889A87	UniRef90_A0A2D0AWP0
UPI000B5ADF98	UniRef90_A0A2D0AWP0
UPI000BBD43C0	UniRef90_A0A2D0AWP0
UPI000B8630BB	UniRef90_A0A2D0AWP0
A0A0N0GZZ4	UniRef90_A0A0N0GZZ4
A0A0D4DQD0	UniRef90_A0A0N0GZZ4
UPI00099BABBA	UniRef90_A0A0N0GZZ4
A0A0D9X308	UniRef90_A0A0D9X308
A0A1C4Y7D0	UniRef90_A0A1C4Y7D0
A0A0D0VJ85	UniRef90_A0A1C4Y7D0
A0A1S8XQK7	UniRef90_A0A1C4Y7D0
UPI00104BEA9E	UniRef90_A0A1C4Y7D0
Q8KNU9	UniRef90_Q8KNU9
A0A242YGC6	UniRef90_Q8KNU9
A0A369CKV1	UniRef90_Q8KNU9
A0A0Q9FT70	UniRef90_Q8KNU9
A0A0D0PK42	UniRef90_Q8KNU9
A0A0D0R5C0	UniRef90_Q8KNU9
A0A0D6JVR4	UniRef90_A0A0D6JVR4
A0A371MHD6	UniRef90_A0A0D6JVR4
A0A371L217	UniRef90_A0A0D6JVR4
A0A371M6H8	UniRef90_A0A0D6JVR4
A0A371L167	UniRef90_A0A0D6JVR4
M0FUA1	UniRef90_A0A0D6JVR4
L5NVS7	UniRef90_A0A0D6JVR4
A0A0K1IYI1	UniRef90_A0A0D6JVR4
M0ID98	UniRef90_A0A0D6JVR4
UPI0005B228B7	UniRef90_A0A0D6JVR4
UPI0005B215CB	UniRef90_A0A0D6JVR4
A0A0F2TK68	UniRef90_A0A0F2TK68
A0A0F2T5N9	UniRef90_A0A0F2TK68
A0A2M9KW15	UniRef90_A0A2M9KW15
A0A0D0NU49	UniRef90_A0A2M9KW15
UPI0009FACCC0	UniRef90_A0A2M9KW15
A0A0F2TIZ1	UniRef90_A0A0F2TIZ1
A0A0F2T115	UniRef90_A0A0F2TIZ1
UPI00099BB349	UniRef90_A0A0F2TIZ1
A0A0D0P6V6	UniRef90_A0A0D0P6V6
A0A2M9L237	UniRef90_A0A0D0P6V6
UPI0005C6CA41	UniRef90_A0A0D0P6V6
A0A0F0GSW3	UniRef90_A0A0F0GSW3
A0A0D0Q5K1	UniRef90_A0A0D0Q5K1
A0A0D7CFJ4	UniRef90_A0A0D7CFJ4
A0A0E9EHU6	UniRef90_A0A0E9EHU6
A0A0G1V5Z6	UniRef90_A0A0G1V5Z6
A0A3D2ASH7	UniRef90_A0A0G1V5Z6
A0A0F7SM39	UniRef90_A0A0F7SM39
A0A0E1L6J1	UniRef90_A0A0E1L6J1
A0A396TVV2	UniRef90_A0A0E1L6J1
Q45875	UniRef90_A0A0E1L6J1
Q33CP6	UniRef90_A0A0E1L6J1
B1INP8	UniRef90_A0A0E1L6J1
